Survived,Pclass,Sex,Age,SibSp,Parch,Sex_encoding,features,rawPrediction,probability,prediction
0,1,female,29.0,0,0,0.0,"(6,[1,4],[1.0,29.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,29.0,0,0,0.0,"(6,[1,4],[1.0,29.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,29.0,0,0,0.0,"(6,[1,4],[1.0,29.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,29.0,0,9,0.0,"[0.0,1.0,0.0,9.0,29.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,29.0,3,0,0.0,"[0.0,1.0,3.0,0.0,29.0,0.0]","[1.5435020027249975,-1.5435020027249975]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,30.0,0,0,0.0,"(6,[1,4],[1.0,30.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,30.0,0,0,0.0,"(6,[1,4],[1.0,30.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,30.0,0,0,0.0,"(6,[1,4],[1.0,30.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,30.0,0,2,0.0,"[0.0,1.0,0.0,2.0,30.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,30.0,1,0,0.0,"[0.0,1.0,1.0,0.0,30.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,30.0,1,0,0.0,"[0.0,1.0,1.0,0.0,30.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,30.0,1,2,0.0,"[0.0,1.0,1.0,2.0,30.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,31.0,0,0,0.0,"(6,[1,4],[1.0,31.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,31.0,0,0,0.0,"(6,[1,4],[1.0,31.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,31.0,0,0,0.0,"(6,[1,4],[1.0,31.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,31.0,1,0,0.0,"[0.0,1.0,1.0,0.0,31.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,31.0,1,1,0.0,"[0.0,1.0,1.0,1.0,31.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,31.0,1,2,0.0,"[0.0,1.0,1.0,2.0,31.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,31.0,1,2,0.0,"[0.0,1.0,1.0,2.0,31.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,31.0,2,1,0.0,"[0.0,1.0,2.0,1.0,31.0,0.0]","[1.5435020027249975,-1.5435020027249975]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,31.0,3,0,0.0,"[0.0,1.0,3.0,0.0,31.0,0.0]","[1.5435020027249975,-1.5435020027249975]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,32.0,0,0,0.0,"(6,[1,4],[1.0,32.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,32.0,0,0,0.0,"(6,[1,4],[1.0,32.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,32.0,0,0,0.0,"(6,[1,4],[1.0,32.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,32.0,0,0,0.0,"(6,[1,4],[1.0,32.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,32.0,1,0,0.0,"[0.0,1.0,1.0,0.0,32.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,32.0,2,0,0.0,"[0.0,1.0,2.0,0.0,32.0,0.0]","[1.5435020027249975,-1.5435020027249975]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,33.0,1,0,0.0,"[0.0,1.0,1.0,0.0,33.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,33.0,1,0,0.0,"[0.0,1.0,1.0,0.0,33.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,33.0,1,2,0.0,"[0.0,1.0,1.0,2.0,33.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,34.0,0,0,0.0,"(6,[1,4],[1.0,34.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,34.0,0,0,0.0,"(6,[1,4],[1.0,34.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,34.0,1,0,0.0,"[0.0,1.0,1.0,0.0,34.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,34.0,1,1,0.0,"[0.0,1.0,1.0,1.0,34.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,34.0,1,1,0.0,"[0.0,1.0,1.0,1.0,34.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,34.0,1,1,0.0,"[0.0,1.0,1.0,1.0,34.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,35.0,0,0,0.0,"(6,[1,4],[1.0,35.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,35.0,0,0,0.0,"(6,[1,4],[1.0,35.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,35.0,0,0,0.0,"(6,[1,4],[1.0,35.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,35.0,0,0,0.0,"(6,[1,4],[1.0,35.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,35.0,0,0,0.0,"(6,[1,4],[1.0,35.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,35.0,1,2,0.0,"[0.0,1.0,1.0,2.0,35.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,35.0,2,2,0.0,"[0.0,1.0,2.0,2.0,35.0,0.0]","[1.5435020027249973,-1.5435020027249973]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,36.0,0,0,0.0,"(6,[1,4],[1.0,36.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,36.0,0,0,0.0,"(6,[1,4],[1.0,36.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,36.0,0,0,0.0,"(6,[1,4],[1.0,36.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,36.0,0,0,0.0,"(6,[1,4],[1.0,36.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,36.0,1,0,0.0,"[0.0,1.0,1.0,0.0,36.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,36.0,1,0,0.0,"[0.0,1.0,1.0,0.0,36.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,36.0,2,1,0.0,"[0.0,1.0,2.0,1.0,36.0,0.0]","[1.5435020027249975,-1.5435020027249975]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,37.0,0,0,0.0,"(6,[1,4],[1.0,37.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,37.0,0,0,0.0,"(6,[1,4],[1.0,37.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,37.0,0,0,0.0,"(6,[1,4],[1.0,37.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,37.0,1,1,0.0,"[0.0,1.0,1.0,1.0,37.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,37.0,1,2,0.0,"[0.0,1.0,1.0,2.0,37.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,38.0,0,0,0.0,"(6,[1,4],[1.0,38.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,38.0,1,0,0.0,"[0.0,1.0,1.0,0.0,38.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,38.0,5,2,0.0,"[0.0,1.0,5.0,2.0,38.0,0.0]","[1.5435020027249968,-1.5435020027249968]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,39.0,1,0,0.0,"[0.0,1.0,1.0,0.0,39.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,39.0,1,0,0.0,"[0.0,1.0,1.0,0.0,39.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,39.0,1,0,0.0,"[0.0,1.0,1.0,0.0,39.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,39.0,1,1,0.0,"[0.0,1.0,1.0,1.0,39.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,39.0,1,2,0.0,"[0.0,1.0,1.0,2.0,39.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,39.0,2,0,0.0,"[0.0,1.0,2.0,0.0,39.0,0.0]","[1.5435020027249975,-1.5435020027249975]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,40.0,0,0,0.0,"(6,[1,4],[1.0,40.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,40.0,0,0,0.0,"(6,[1,4],[1.0,40.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,40.0,0,0,0.0,"(6,[1,4],[1.0,40.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,40.0,0,1,0.0,"[0.0,1.0,0.0,1.0,40.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,40.0,0,2,0.0,"[0.0,1.0,0.0,2.0,40.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,40.0,1,0,0.0,"[0.0,1.0,1.0,0.0,40.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,40.5,1,2,0.0,"[0.0,1.0,1.0,2.0,40.5,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,41.0,0,0,0.0,"(6,[1,4],[1.0,41.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,41.0,0,0,0.0,"(6,[1,4],[1.0,41.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,41.0,0,0,0.0,"(6,[1,4],[1.0,41.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,41.0,0,0,0.0,"(6,[1,4],[1.0,41.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,41.0,0,0,0.0,"(6,[1,4],[1.0,41.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,41.0,1,1,0.0,"[0.0,1.0,1.0,1.0,41.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,41.0,2,2,0.0,"[0.0,1.0,2.0,2.0,41.0,0.0]","[1.5435020027249973,-1.5435020027249973]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,41.0,3,0,0.0,"[0.0,1.0,3.0,0.0,41.0,0.0]","[1.5435020027249975,-1.5435020027249975]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,41.5,0,1,0.0,"[0.0,1.0,0.0,1.0,41.5,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,42.0,0,0,0.0,"(6,[1,4],[1.0,42.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,42.0,0,0,0.0,"(6,[1,4],[1.0,42.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,42.0,0,0,0.0,"(6,[1,4],[1.0,42.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,42.0,1,0,0.0,"[0.0,1.0,1.0,0.0,42.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,42.0,1,0,0.0,"[0.0,1.0,1.0,0.0,42.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,42.0,1,0,0.0,"[0.0,1.0,1.0,0.0,42.0,0.0]","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,42.0,1,2,0.0,"[0.0,1.0,1.0,2.0,42.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,42.0,1,2,0.0,"[0.0,1.0,1.0,2.0,42.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,42.0,1,2,0.0,"[0.0,1.0,1.0,2.0,42.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,43.0,0,0,0.0,"(6,[1,4],[1.0,43.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,43.0,0,0,0.0,"(6,[1,4],[1.0,43.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,43.0,2,0,0.0,"[0.0,1.0,2.0,0.0,43.0,0.0]","[1.5435020027249975,-1.5435020027249975]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,44.0,0,0,0.0,"(6,[1,4],[1.0,44.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,44.0,0,0,0.0,"(6,[1,4],[1.0,44.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,44.0,0,0,0.0,"(6,[1,4],[1.0,44.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,44.0,0,0,0.0,"(6,[1,4],[1.0,44.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,44.0,0,0,0.0,"(6,[1,4],[1.0,44.0])","[1.543502002724998,-1.543502002724998]","[0.9563534785727079,0.043646521427292084]",0.0
0,1,female,44.0,1,2,0.0,"[0.0,1.0,1.0,2.0,44.0,0.0]","[1.5435020027249977,-1.5435020027249977]","[0.9563534785727079,0.043646521427292084]",0.0
